Player,Team,Match Up,Game Date,Column 5,Win Loss,Min,Points,FGM,FGA,FG%,3PT,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PlusMinus,Fantasy
Brandon Goodwin,ATL,25,G,42,42,100.0%,2.5,5.5,44.6,44.4,0.2,,,,,,,,,,,,,,,
Chris Silva,SAC,24,F,9,9,100.0%,2.4,5.7,43.1,47.5,-4.3,,,,,,,,,,,,,,,
Wenyen Gabriel,NOP,24,F,18,18,100.0%,2.4,5.6,43.6,44.7,-1.2,,,,,,,,,,,,,,,
Tyrese Maxey,PHI,20,G,58,58,100.0%,2.4,4.9,49.3,44.0,5.3,,,,,,,,,,,,,,,
Alize Johnson,BKN,25,F,14,14,100.0%,2.4,4.8,50.7,45.6,5.1,,,,,,,,,,,,,,,
Rodney McGruder,DET,29,G,14,14,100.0%,2.4,4.5,54.0,46.1,7.9,,,,,,,,,,,,,,,
Justin James,SAC,24,G-F,26,26,100.0%,2.4,4.4,54.8,43.9,10.9,,,,,,,,,,,,,,,
Jordan Poole,GSW,22,G,46,46,100.0%,2.4,5.7,42.2,44.4,-2.2,,,,,,,,,,,,,,,
Nicolo Melli,DAL,30,F,41,41,100.0%,2.4,4.9,49.3,45.7,3.5,,,,,,,,,,,,,,,
Javonte Green,CHI,27,G-F,34,34,100.0%,2.3,4.7,49.7,45.2,4.5,,,,,,,,,,,,,,,
Sean McDermott,MEM,24,F,13,13,100.0%,2.3,5.5,42.3,44.4,-2.2,,,,,,,,,,,,,,,
Ersan Ilyasova,UTA,34,F,16,16,100.0%,2.3,5.3,43.5,46.0,-2.5,,,,,,,,,,,,,,,
Georges Niang,UTA,28,F,70,70,100.0%,2.3,5.6,41.0,45.1,-4.1,,,,,,,,,,,,,,,
Justin Robinson,OKC,23,G,7,7,100.0%,2.3,4.1,55.2,43.8,11.4,,,,,,,,,,,,,,,
JJ Redick,DAL,37,G,43,43,100.0%,2.3,4.6,49.5,45.2,4.2,,,,,,,,,,,,,,,
Lamar Stevens,CLE,23,F,37,37,100.0%,2.3,5.1,44.4,45.8,-1.3,,,,,,,,,,,,,,,
Shaquille Harrison,DEN,27,G,29,29,100.0%,2.2,4.5,49.2,45.4,3.8,,,,,,,,,,,,,,,
Kelan Martin,IND,25,F,26,26,100.0%,2.2,5.2,43.0,45.6,-2.7,,,,,,,,,,,,,,,
Luka Samanic,SAS,21,F,27,27,100.0%,2.2,5.8,38.0,45.8,-7.8,,,,,,,,,,,,,,,
Quinndary Weatherspoon,SAS,24,G,14,14,100.0%,2.2,3.6,62.0,43.6,18.4,,,,,,,,,,,,,,,
Bruno Caboclo,HOU,25,F,5,5,100.0%,2.2,5.2,42.3,45.4,-3.1,,,,,,,,,,,,,,,
Romeo Langford,BOS,21,G-F,17,17,100.0%,2.2,6.0,36.3,45.6,-9.3,,,,,,,,,,,,,,,
Tacko Fall,BOS,25,C,17,17,100.0%,2.2,5.6,38.9,47.6,-8.6,,,,,,,,,,,,,,,
Isaiah Joe,PHI,21,G,34,34,100.0%,2.2,4.3,50.3,43.5,6.8,,,,,,,,,,,,,,,
Frank Ntilikina,NYK,22,G,24,24,100.0%,2.2,4.4,49.5,46.4,3.1,,,,,,,,,,,,,,,
Trent Forrest,UTA,23,G,25,25,100.0%,2.2,4.2,50.9,44.5,6.4,,,,,,,,,,,,,,,
Josh Green,DAL,20,G,32,32,100.0%,2.2,4.0,53.5,44.2,9.3,,,,,,,,,,,,,,,
Sindarius Thornwell,ORL,26,G,16,16,100.0%,2.1,4.7,45.3,45.4,-0.1,,,,,,,,,,,,,,,
Jordan Nwora,MIL,22,F,22,22,100.0%,2.1,4.8,43.8,45.0,-1.2,,,,,,,,,,,,,,,
Jabari Parker,BOS,26,F,12,12,100.0%,2.1,5.6,37.3,47.1,-9.8,,,,,,,,,,,,,,,
Isaac Bonga,WAS,21,G,38,38,100.0%,2.1,4.8,43.4,46.0,-2.6,,,,,,,,,,,,,,,
Jalen Harris,TOR,22,G,13,13,100.0%,2.1,4.8,43.5,46.3,-2.7,,,,,,,,,,,,,,,
Trey Burke,DAL,28,G,56,56,100.0%,2.1,4.6,45.1,43.7,1.5,,,,,,,,,,,,,,,
Bruno Fernando,ATL,22,F-C,28,28,100.0%,2.0,4.4,46.0,48.5,-2.5,,,,,,,,,,,,,,,
Keita Bates-Diop,SAS,25,F,23,23,100.0%,2.0,4.2,49.0,46.7,2.2,,,,,,,,,,,,,,,
Cameron Reynolds,HOU,26,F,3,3,100.0%,2.0,5.7,35.3,49.3,-14.0,,,,,,,,,,,,,,,
Andre Roberson,BKN,29,G-F,5,5,100.0%,2.0,5.0,40.0,44.8,-4.8,,,,,,,,,,,,,,,
Chris Chiozza,BKN,25,G,20,20,100.0%,2.0,4.6,43.5,44.2,-0.7,,,,,,,,,,,,,,,
Jordan Bone,ORL,23,G,11,11,100.0%,2.0,4.1,48.9,45.0,3.9,,,,,,,,,,,,,,,
Malik Fitts,LAC,23,F,1,1,100.0%,2.0,4.0,50.0,43.6,6.5,,,,,,,,,,,,,,,
Meyers Leonard,MIA,29,F-C,3,3,100.0%,2.0,4.0,50.0,48.5,1.5,,,,,,,,,,,,,,,
Jalen Smith,PHX,21,F-C,19,19,100.0%,2.0,3.7,53.5,46.5,7.0,,,,,,,,,,,,,,,
Thanasis Antetokounmpo,MIL,28,F,46,46,100.0%,2.0,4.6,42.5,45.8,-3.3,,,,,,,,,,,,,,,
Obi Toppin,NYK,23,F,60,60,100.0%,1.9,4.5,42.8,46.8,-4.0,,,,,,,,,,,,,,,
Mason Jones,PHI,22,G,28,28,100.0%,1.9,3.9,49.1,44.5,4.6,,,,,,,,,,,,,,,
Paul Watson,TOR,26,G,22,22,100.0%,1.9,4.4,43.3,45.7,-2.4,,,,,,,,,,,,,,,
Matt Thomas,UTA,26,G,36,36,100.0%,1.9,3.2,59.1,45.5,13.7,,,,,,,,,,,,,,,
Norvel Pelle,NYK,28,C,8,8,100.0%,1.9,4.5,41.7,49.8,-8.2,,,,,,,,,,,,,,,
Jevon Carter,PHX,25,G,57,57,100.0%,1.9,3.9,48.0,45.7,2.2,,,,,,,,,,,,,,,
Nathan Knight,ATL,23,F-C,28,28,100.0%,1.9,4.6,40.6,46.3,-5.7,,,,,,,,,,,,,,,
Vlatko Cancar,DEN,24,F,31,31,100.0%,1.8,3.4,53.8,46.4,7.4,,,,,,,,,,,,,,,
Miye Oni,UTA,23,G-F,47,47,100.0%,1.8,4.6,39.8,44.5,-4.7,,,,,,,,,,,,,,,
Amida Brimah,IND,27,C,5,5,100.0%,1.8,3.4,52.9,51.8,1.1,,,,,,,,,,,,,,,
Yogi Ferrell,LAC,28,G,9,9,100.0%,1.8,4.8,37.2,43.0,-5.8,,,,,,,,,,,,,,,
Karim Mane,ORL,21,G,9,9,100.0%,1.8,3.8,47.1,43.3,3.8,,,,,,,,,,,,,,,
Devin Cannady,ORL,25,G,4,4,100.0%,1.8,3.8,46.7,47.5,-0.8,,,,,,,,,,,,,,,
Jeremiah Martin,CLE,25,G,8,8,100.0%,1.8,3.8,46.7,44.8,1.8,,,,,,,,,,,,,,,
Alfonzo McKinnie,LAL,28,F,27,27,100.0%,1.7,3.4,51.1,44.8,6.3,,,,,,,,,,,,,,,
Tyler Bey,DAL,23,F,15,15,100.0%,1.7,3.0,57.8,42.4,15.4,,,,,,,,,,,,,,,
Carsen Edwards,BOS,23,G,25,25,100.0%,1.7,3.4,51.2,46.0,5.2,,,,,,,,,,,,,,,
Mfiondu Kabengele,CLE,23,F-C,33,33,100.0%,1.7,4.2,40.9,47.6,-6.8,,,,,,,,,,,,,,,
Kevin Knox II,NYK,21,F,37,37,100.0%,1.7,3.9,44.1,44.6,-0.5,,,,,,,,,,,,,,,
Rodions Kurucs,MIL,23,F,15,15,100.0%,1.7,3.4,49.0,45.2,3.9,,,,,,,,,,,,,,,
Quinn Cook,CLE,28,G,20,20,100.0%,1.6,3.5,46.5,42.8,3.6,,,,,,,,,,,,,,,
Kyle Guy,SAC,23,G,25,25,100.0%,1.6,3.1,53.2,45.2,8.1,,,,,,,,,,,,,,,
Anthony Tolliver,PHI,36,F,8,8,100.0%,1.6,4.4,37.1,46.3,-9.2,,,,,,,,,,,,,,,
Anthony Gill,WAS,28,F,19,19,100.0%,1.6,4.3,37.8,43.5,-5.7,,,,,,,,,,,,,,,
Ryan Arcidiacono,CHI,27,G,41,41,100.0%,1.6,3.7,44.4,43.8,0.5,,,,,,,,,,,,,,,
Deividas Sirvydis,DET,21,F-G,16,16,100.0%,1.6,3.2,51.0,45.4,5.6,,,,,,,,,,,,,,,
Tremont Waters,BOS,23,G,21,21,100.0%,1.6,3.5,45.9,43.0,2.9,,,,,,,,,,,,,,,
Cristiano Felicio,CHI,28,F-C,13,13,100.0%,1.6,3.0,53.8,45.7,8.2,,,,,,,,,,,,,,,
Amir Coffey,LAC,24,G-F,28,28,100.0%,1.6,3.8,42.1,44.2,-2.1,,,,,,,,,,,,,,,
Axel Toupane,MIL,28,G-F,5,5,100.0%,1.6,5.0,32.0,41.0,-9.0,,,,,,,,,,,,,,,
Darius Miller,OKC,31,F,15,15,100.0%,1.6,4.3,36.9,46.8,-9.9,,,,,,,,,,,,,,,
Mamadi Diakite,MIL,24,F,12,12,100.0%,1.6,4.9,32.2,46.1,-13.9,,,,,,,,,,,,,,,
Sam Merrill,MIL,25,G,22,22,100.0%,1.6,3.5,44.2,44.4,-0.2,,,,,,,,,,,,,,,
Daniel Oturu,LAC,21,C,19,19,100.0%,1.5,4.0,37.7,45.4,-7.7,,,,,,,,,,,,,,,
Paul Reed,PHI,22,F,21,21,100.0%,1.5,4.0,37.6,47.6,-9.9,,,,,,,,,,,,,,,
Tim Frazier,MEM,30,G,4,4,100.0%,1.5,5.0,30.0,42.4,-12.4,,,,,,,,,,,,,,,
Jaylen Adams,MIL,25,G,2,2,100.0%,1.5,2.0,75.0,45.7,29.4,,,,,,,,,,,,,,,
Noah Vonleh,BKN,25,F,4,4,100.0%,1.5,2.0,75.0,46.2,28.8,,,,,,,,,,,,,,,
Tre Jones,SAS,21,G,29,29,100.0%,1.5,3.0,49.4,44.9,4.6,,,,,,,,,,,,,,,
Langston Galloway,PHX,29,G,37,37,100.0%,1.5,3.2,45.4,44.9,0.5,,,,,,,,,,,,,,,
Bol Bol,DEN,21,C-F,24,24,100.0%,1.5,2.7,53.8,45.1,8.7,,,,,,,,,,,,,,,
Jared Dudley,LAL,35,F,11,11,100.0%,1.4,3.2,45.7,44.2,1.5,,,,,,,,,,,,,,,
Cassius Winston,WAS,23,G,11,11,100.0%,1.4,3.0,48.5,43.4,5.0,,,,,,,,,,,,,,,
Rondae Hollis-Jefferson,POR,26,F,10,10,100.0%,1.4,3.5,40.0,45.0,-5.0,,,,,,,,,,,,,,,
Juwan Morgan,UTA,24,F,18,18,100.0%,1.4,3.3,42.4,45.8,-3.4,,,,,,,,,,,,,,,
Skylar Mays,ATL,23,G,27,27,100.0%,1.4,3.1,43.5,43.6,-0.1,,,,,,,,,,,,,,,
Markus Howard,DEN,22,G,27,27,100.0%,1.4,2.9,46.8,45.9,0.9,,,,,,,,,,,,,,,
Killian Tillie,MEM,23,F-C,14,14,100.0%,1.4,4.2,32.2,45.7,-13.5,,,,,,,,,,,,,,,
Isaiah Thomas,NOP,32,G,3,3,100.0%,1.3,5.7,23.5,41.9,-18.4,,,,,,,,,,,,,,,
Jahmi'us Ramsey,SAC,20,G,11,11,100.0%,1.3,3.1,41.2,41.0,0.2,,,,,,,,,,,,,,,
Nate Darling,CHA,22,G,4,4,100.0%,1.3,2.0,62.5,40.6,21.9,,,,,,,,,,,,,,,
James Nunnally,NOP,30,F,4,4,100.0%,1.3,1.8,71.4,45.4,26.1,,,,,,,,,,,,,,,
Nick Richards,CHA,23,C,11,11,100.0%,1.2,2.9,40.6,45.0,-4.4,,,,,,,,,,,,,,,
Rayjon Tucker,PHI,23,G,10,10,100.0%,1.1,2.4,45.8,44.2,1.7,,,,,,,,,,,,,,,
Kostas Antetokounmpo,LAL,23,F,11,11,100.0%,1.1,2.5,44.4,46.2,-1.8,,,,,,,,,,,,,,,
Vernon Carey Jr.,CHA,20,F-C,17,17,100.0%,1.1,2.9,36.7,46.2,-9.5,,,,,,,,,,,,,,,
CJ Elleby,POR,21,F-G,22,22,100.0%,1.1,2.7,38.3,44.2,-5.8,,,,,,,,,,,,,,,
Jarrell Brantley,UTA,25,F,20,20,100.0%,1.1,2.4,43.8,46.4,-2.7,,,,,,,,,,,,,,,
Vincent Poirier,PHI,27,C-F,8,8,100.0%,1.0,3.0,33.3,42.5,-9.1,,,,,,,,,,,,,,,
Udoka Azubuike,UTA,21,C-F,12,12,100.0%,1.0,2.7,37.5,47.4,-9.9,,,,,,,,,,,,,,,
Patrick McCaw,TOR,25,G,5,5,100.0%,1.0,2.2,45.5,46.4,-1.0,,,,,,,,,,,,,,,
Brian Bowen II,IND,22,F-G,1,1,100.0%,1.0,2.0,50.0,43.5,6.5,,,,,,,,,,,,,,,
Ty-Shon Alexander,PHX,22,G,8,8,100.0%,0.9,2.6,33.3,44.2,-10.9,,,,,,,,,,,,,,,
Nate Hinton,DAL,22,G-F,15,15,100.0%,0.9,1.7,52.0,41.8,10.2,,,,,,,,,,,,,,,
Gary Payton II,GSW,28,G,7,7,100.0%,0.9,2.6,33.3,44.1,-10.8,,,,,,,,,,,,,,,
Devontae Cacok,LAL,24,F,18,18,100.0%,0.8,2.5,33.3,44.9,-11.5,,,,,,,,,,,,,,,
Terrance Ferguson,PHI,23,G,6,6,100.0%,0.8,1.7,50.0,46.0,4.0,,,,,,,,,,,,,,,
Grant Riller,CHA,24,G,5,5,100.0%,0.8,1.2,66.7,42.9,23.8,,,,,,,,,,,,,,,
Cassius Stanley,IND,21,G,16,16,100.0%,0.8,2.0,37.5,44.9,-7.4,,,,,,,,,,,,,,,
Jared Harper,NYK,23,G,4,4,100.0%,0.8,1.5,50.0,42.8,7.2,,,,,,,,,,,,,,,
Devon Dotson,CHI,21,G,7,7,100.0%,0.7,2.4,29.4,42.6,-13.2,,,,,,,,,,,,,,,
Adam Mokoka,CHI,22,G,6,6,100.0%,0.7,1.8,36.4,46.5,-10.1,,,,,,,,,,,,,,,
Theo Pinson,NYK,25,G-F,12,12,100.0%,0.7,1.3,50.0,43.8,6.2,,,,,,,,,,,,,,,
Tyrell Terry,DAL,20,G,8,8,100.0%,0.6,1.8,35.7,43.9,-8.2,,,,,,,,,,,,,,,
T.J. Leaf,POR,24,F,7,7,100.0%,0.6,2.4,23.5,44.2,-20.7,,,,,,,,,,,,,,,
Robert Woodard II,SAC,21,F,7,7,100.0%,0.6,1.1,50.0,50.5,-0.5,,,,,,,,,,,,,,,
Marques Bolden,CLE,23,C,4,4,100.0%,0.5,2.3,22.2,43.4,-21.2,,,,,,,,,,,,,,,
Iman Shumpert,BKN,31,G,2,2,100.0%,0.5,2.0,25.0,47.0,-22.0,,,,,,,,,,,,,,,
Elijah Hughes,UTA,23,G,12,12,100.0%,0.5,1.7,30.0,42.7,-12.7,,,,,,,,,,,,,,,
Jalen Lecque,IND,21,G,4,4,100.0%,0.5,1.5,33.3,46.4,-13.0,,,,,,,,,,,,,,,
Keljin Blevins,POR,25,G,14,14,100.0%,0.4,1.3,33.3,41.7,-8.4,,,,,,,,,,,,,,,
Greg Whittington,DEN,28,F,1,1,100.0%,0.0,1.0,0.0,40.7,-40.7,,,,,,,,,,,,,,,
Rudy Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
Brook Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikola Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikola Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
Domantas Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonas Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
Karl-Anthony Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
Myles Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristaps Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
Deandre Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakob Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
Pascal Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
Al Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
Enes Freedom,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelly Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
P.J. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
Clint Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
De'Aaron Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
Shai Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarrett Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
Royce O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
Richaun Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
LaMarcus Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,,
Kemba Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
Oshae Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
Darius Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
Wendell Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
Serge Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,,
Moses Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
Draymond Green,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrick White,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
Julius Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron Oliver,,,,,,,,,,,,,,,,,,,,,,,,,,
John Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivica Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaren Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
Jusuf Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
Zion Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennis Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikal Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
Bam Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvin Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
Dillon Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
Caris LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
Jrue Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
Malcolm Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,,
DeAndre Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradley Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,,
Lonzo Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxi Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
Cam Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
Robin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
Luka Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul George,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
Darius Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
Khris Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
Dejounte Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Green,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobias Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Patton,,,,,,,,,,,,,,,,,,,,,,,,,,
Bogdan Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
James Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
Khyri Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
Willy Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
Coby White,,,,,,,,,,,,,,,,,,,,,,,,,,
Luguentz Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
Tristan Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Green,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
Larry Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
Keldon Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksej Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
Cole Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
Rui Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
James Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
Damian Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
Duncan Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
Harrison Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
Naz Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamal Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendrick Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
Sterling Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Love,,,,,,,,,,,,,,,,,,,,,,,,,,
Collin Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
Lauri Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrese Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
Ja Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
John Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc Gasol,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevon Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
Thaddeus Young,,,,,,,,,,,,,,,,,,,,,,,,,,
Montrezl Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
Nerlens Noel,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelly Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
D'Angelo Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrie Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
Jimmy Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevor Ariza,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawhi Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
Russell Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
Trae Young,,,,,,,,,,,,,,,,,,,,,,,,,,
Khem Birch,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Favors,,,,,,,,,,,,,,,,,,,,,,,,,,
Deni Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
Donte DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
Devonte' Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
Giannis Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
OG Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
Jae'Sean Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorian Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
Danilo Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrett Temple,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
