Player,Team,Match Up,Game Date,Column 5,Win Loss,Min,Points,FGM,FGA,FG%,3PT,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PlusMinus,Fantasy
Malik Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
P.J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
Elfrid Payton,,,,,,,,,,,,,,,,,,,,,,,,,,
De'Andre Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaden McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
Bismack Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
Delon Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerami Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
Pat Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
David Nwaba,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,
Freddie Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
T.J. Warren,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuma Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
DeMarcus Cousins,,,,,,,,,,,,,,,,,,,,,,,,,,
Donovan Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
Dakota Mathias,,,,,,,,,,,,,,,,,,,,,,,,,,
LaMelo Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayson Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
Killian Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Millsap,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwayne Bacon,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordon Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
Cory Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
Landry Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
Aron Baynes,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruce Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
Naji Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Deck,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrence Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Carter-Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
Hassan Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
T.J. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
Willie Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,,
Dante Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
Ed Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
Seth Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
Markelle Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
Raul Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorgui Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
Nic Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky Rubio,,,,,,,,,,,,,,,,,,,,,,,,,,
Bojan Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarred Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
Dario Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentavious Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
Taj Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Len,,,,,,,,,,,,,,,,,,,,,,,,,,
Jae Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
Theo Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
Norman Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
Armoni Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
Taurean Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
Maurice Harkless,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
Chimezie Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
Ignas Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,,
Lonnie Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
Moritz Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
Terance Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
DeMar DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
Saddiq Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
Grayson Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
Ty Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
Avery Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry Ellenson,,,,,,,,,,,,,,,,,,,,,,,,,,
Didi Louzada,,,,,,,,,,,,,,,,,,,,,,,,,,
Marquese Chriss,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
Chasson Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
Nickeil Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay Scrubb,,,,,,,,,,,,,,,,,,,,,,,,,,
Anzejs Pasecniks,,,,,,,,,,,,,,,,,,,,,,,,,,
Goran Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
Doug McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwight Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
Facundo Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamidou Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenrich Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
Donta Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwight Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Snell,,,,,,,,,,,,,,,,,,,,,,,,,,
Rudy Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
Kent Bazemore,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
Patty Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
Justise Winslow,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Bell,,,,,,,,,,,,,,,,,,,,,,,,,,
Dean Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
James Ennis III,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
Svi Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
Ish Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
Precious Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
Monte Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Paschall,,,,,,,,,,,,,,,,,,,,,,,,,,
Jahlil Okafor,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerome Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
De'Anthony Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmelo Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Dellavedova,,,,,,,,,,,,,,,,,,,,,,,,,,
Drew Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
Malachi Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
Danuel House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne Ellington,,,,,,,,,,,,,,,,,,,,,,,,,,
James Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedi Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
Talen Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennis Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
Damion Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
Shake Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
R.J. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
Markieff Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaxson Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothe Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,,
Payton Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
Caleb Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
Nemanja Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,,
George Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
Goga Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomas Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,,
Matisse Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
JaKarr Sampson,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Hoard,,,,,,,,,,,,,,,,,,,,,,,,,,
P.J. Dozier,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
Damian Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
D.J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
Otto Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
Alec Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
JaVale McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
Spencer Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenyon Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Teague,,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Mason III,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
Saben Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrison Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
Onyeka Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
Troy Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
Terence Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
Juancho Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
Anfernee Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
Torrey Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanley Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryn Forbes,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
Max Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn Robinson III,,,,,,,,,,,,,,,,,,,,,,,,,,
Immanuel Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
D.J. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,,
Damyean Dotson,,,,,,,,,,,,,,,,,,,,,,,,,,
Ray Spalding,,,,,,,,,,,,,,,,,,,,,,,,,,
Sekou Doumbouya,,,,,,,,,,,,,,,,,,,,,,,,,,
Alen Smailagic,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewayne Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajon Rondo,,,,,,,,,,,,,,,,,,,,,,,,,,
Brodric Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
Wesley Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
Dylan Windler,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Scott,,,,,,,,,,,,,,,,,,,,,,,,,,
Abdel Nader,,,,,,,,,,,,,,,,,,,,,,,,,,
JaMychal Green,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandler Hutchison,,,,,,,,,,,,,,,,,,,,,,,,,,
DaQuan Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
Furkan Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,,
Desmond Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike James,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis King,,,,,,,,,,,,,,,,,,,,,,,,,,
Nico Mannion,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuta Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Franks,,,,,,,,,,,,,,,,,,,,,,,,,,
Boban Marjanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson Varejao,,,,,,,,,,,,,,,,,,,,,,,,,,
KZ Okpala,,,,,,,,,,,,,,,,,,,,,,,,,,
Edmond Sumner,,,,,,,,,,,,,,,,,,,,,,,,,,
DeAndre' Bembry,,,,,,,,,,,,,,,,,,,,,,,,,,
Semi Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Hood,,,,,,,,,,,,,,,,,,,,,,,,,,
Kris Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben McLemore,,,,,,,,,,,,,,,,,,,,,,,,,,
Nassir Little,,,,,,,,,,,,,,,,,,,,,,,,,,
Wes Iwundu,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabe Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Farouq Aminu,,,,,,,,,,,,,,,,,,,,,,,,,,
Kira Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
Thon Maker,,,,,,,,,,,,,,,,,,,,,,,,,,
E'Twaun Moore,,,,,,,,,,,,,,,,,,,,,,,,,,
Denzel Valentine,,,,,,,,,,,,,,,,,,,,,,,,,,
Jontay Porter,,,,,,,,,,,,,,,,,,,,,,,,,,
Mychal Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Perry,,,,,,,,,,,,,,,,,,,,,,,,,,
Lou Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyus Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
Harry Giles III,,,,,,,,,,,,,,,,,,,,,,,,,,
John Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Cook,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeke Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Layman,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarrett Culver,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
Wenyen Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrese Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
Alize Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney McGruder,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin James,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolo Melli,,,,,,,,,,,,,,,,,,,,,,,,,,
Javonte Green,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
Ersan Ilyasova,,,,,,,,,,,,,,,,,,,,,,,,,,
Georges Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ Redick,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamar Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaquille Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelan Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
Luka Samanic,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinndary Weatherspoon,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruno Caboclo,,,,,,,,,,,,,,,,,,,,,,,,,,
Romeo Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
Tacko Fall,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Green,,,,,,,,,,,,,,,,,,,,,,,,,,
Sindarius Thornwell,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
Jabari Parker,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac Bonga,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Burke,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruno Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
Keita Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Roberson,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Bone,,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Fitts,,,,,,,,,,,,,,,,,,,,,,,,,,
Meyers Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanasis Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
Obi Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
Norvel Pelle,,,,,,,,,,,,,,,,,,,,,,,,,,
Jevon Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathan Knight,,,,,,,,,,,,,,,,,,,,,,,,,,
Vlatko Cancar,,,,,,,,,,,,,,,,,,,,,,,,,,
Miye Oni,,,,,,,,,,,,,,,,,,,,,,,,,,
Amida Brimah,,,,,,,,,,,,,,,,,,,,,,,,,,
Yogi Ferrell,,,,,,,,,,,,,,,,,,,,,,,,,,
Karim Mane,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Cannady,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremiah Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfonzo McKinnie,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
Carsen Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
Mfiondu Kabengele,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodions Kurucs,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinn Cook,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Guy,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Tolliver,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Arcidiacono,,,,,,,,,,,,,,,,,,,,,,,,,,
Deividas Sirvydis,,,,,,,,,,,,,,,,,,,,,,,,,,
Tremont Waters,,,,,,,,,,,,,,,,,,,,,,,,,,
Cristiano Felicio,,,,,,,,,,,,,,,,,,,,,,,,,,
Amir Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
Axel Toupane,,,,,,,,,,,,,,,,,,,,,,,,,,
Darius Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
Mamadi Diakite,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Oturu,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Frazier,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
Tre Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
Langston Galloway,,,,,,,,,,,,,,,,,,,,,,,,,,
Bol Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Dudley,,,,,,,,,,,,,,,,,,,,,,,,,,
Cassius Winston,,,,,,,,,,,,,,,,,,,,,,,,,,
Rondae Hollis-Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,
Juwan Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,
Skylar Mays,,,,,,,,,,,,,,,,,,,,,,,,,,
Markus Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
Killian Tillie,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
Jahmi'us Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,
Nate Darling,,,,,,,,,,,,,,,,,,,,,,,,,,
James Nunnally,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
Rayjon Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
Kostas Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
Vernon Carey Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ Elleby,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarrell Brantley,,,,,,,,,,,,,,,,,,,,,,,,,,
Vincent Poirier,,,,,,,,,,,,,,,,,,,,,,,,,,
Udoka Azubuike,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick McCaw,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Bowen II,,,,,,,,,,,,,,,,,,,,,,,,,,
Ty-Shon Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
Nate Hinton,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
Devontae Cacok,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrance Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant Riller,,,,,,,,,,,,,,,,,,,,,,,,,,
Cassius Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
Devon Dotson,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Mokoka,,,,,,,,,,,,,,,,,,,,,,,,,,
Theo Pinson,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrell Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
T.J. Leaf,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Woodard II,,,,,,,,,,,,,,,,,,,,,,,,,,
Marques Bolden,,,,,,,,,,,,,,,,,,,,,,,,,,
Iman Shumpert,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Lecque,,,,,,,,,,,,,,,,,,,,,,,,,,
Keljin Blevins,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Whittington,,,,,,,,,,,,,,,,,,,,,,,,,,